Begin Header
# description of data source
# source: **server-name-here*
office=SAS
timezone=GMT
units=cfs
TimeSeriesID=Hartwell-Powerhouse-Unit3.Flow.Ave.1Hour.1Hour.Raw-test-data
End Header
Date Time,Flow
2024-01-10T21:00:00,0.00
2024-01-10T22:00:00,0.00
2024-01-10T23:00:00,0.00
2024-01-11T00:00:00,0.00
2024-01-11T01:00:00,0.00
2024-01-11T02:00:00,0.00
2024-01-11T03:00:00,0.00
2024-01-11T04:00:00,0.00
2024-01-11T05:00:00,0.00
2024-01-11T06:00:00,0.00
2024-01-11T07:00:00,0.00
2024-01-11T08:00:00,0.00
2024-01-11T09:00:00,0.00
2024-01-11T10:00:00,0.00
2024-01-11T11:00:00,0.00
2024-01-11T12:00:00,0.00
2024-01-11T13:00:00,0.00
2024-01-11T14:00:00,0.00
2024-01-11T15:00:00,0.00
2024-01-11T16:00:00,0.00
2024-01-11T17:00:00,0.00
2024-01-11T18:00:00,0.00
2024-01-11T19:00:00,0.00
2024-01-11T20:00:00,0.00
Begin Header
# description of data source
# source: -server-name-here
office=SAS
timezone=GMT
units=cfs
TimeSeriesID=Hartwell-Powerhouse-Unit5.Flow.Ave.1Hour.1Hour.Raw-test-data
End Header
Date Time,Flow
2024-01-10T21:00:00,0.00
2024-01-10T22:00:00,0.00
2024-01-10T23:00:00,0.00
2024-01-11T00:00:00,0.00
2024-01-11T01:00:00,0.00
2024-01-11T02:00:00,0.00
2024-01-11T03:00:00,0.00
2024-01-11T04:00:00,0.00
2024-01-11T05:00:00,0.00
2024-01-11T06:00:00,0.00
2024-01-11T07:00:00,0.00
2024-01-11T08:00:00,0.00
2024-01-11T09:00:00,0.00
2024-01-11T10:00:00,0.00
2024-01-11T11:00:00,0.00
2024-01-11T12:00:00,0.00
2024-01-11T13:00:00,0.00
2024-01-11T14:00:00,0.00
2024-01-11T15:00:00,0.00
2024-01-11T16:00:00,0.00
2024-01-11T17:00:00,0.00
2024-01-11T18:00:00,0.00
2024-01-11T19:00:00,0.00
2024-01-11T20:00:00,0.00
Begin Header
# description of data source
# source: -server-name-here
office=SAS
timezone=GMT
units=cfs
TimeSeriesID=Hartwell-Powerhouse-Unit2.Flow.Ave.1Hour.1Hour.Raw-test-data
End Header
Date Time,Flow
2024-01-10T21:00:00,0.00
2024-01-10T22:00:00,0.00
2024-01-10T23:00:00,0.00
2024-01-11T00:00:00,0.00
2024-01-11T01:00:00,0.00
2024-01-11T02:00:00,0.00
2024-01-11T03:00:00,0.00
2024-01-11T04:00:00,0.00
2024-01-11T05:00:00,0.00
2024-01-11T06:00:00,0.00
2024-01-11T07:00:00,0.00
2024-01-11T08:00:00,0.00
2024-01-11T09:00:00,0.00
2024-01-11T10:00:00,0.00
2024-01-11T11:00:00,0.00
2024-01-11T12:00:00,0.00
2024-01-11T13:00:00,0.00
2024-01-11T14:00:00,0.00
2024-01-11T15:00:00,0.00
2024-01-11T16:00:00,0.00
2024-01-11T17:00:00,0.00
2024-01-11T18:00:00,0.00
2024-01-11T19:00:00,0.00
2024-01-11T20:00:00,0.00
Begin Header
# description of data source
# source: -server-name-here
office=SAS
timezone=GMT
units=cfs
TimeSeriesID=Hartwell-Powerhouse-Unit1.Flow.Ave.1Hour.1Hour.Raw-test-data
End Header
Date Time,Flow
2024-01-10T21:00:00,0.00
2024-01-10T22:00:00,0.00
2024-01-10T23:00:00,0.00
2024-01-11T00:00:00,0.00
2024-01-11T01:00:00,0.00
2024-01-11T02:00:00,0.00
2024-01-11T03:00:00,0.00
2024-01-11T04:00:00,0.00
2024-01-11T05:00:00,0.00
2024-01-11T06:00:00,0.00
2024-01-11T07:00:00,0.00
2024-01-11T08:00:00,0.00
2024-01-11T09:00:00,0.00
2024-01-11T10:00:00,0.00
2024-01-11T11:00:00,0.00
2024-01-11T12:00:00,0.00
2024-01-11T13:00:00,0.00
2024-01-11T14:00:00,0.00
